12:30:00;0;491;154;16;81;19;127;10;272
12:31:00;0;489;158;15;75;19;139;7;258
12:32:00;0;463;162;14;71;20;153;9;252
12:33:00;0;448;157;13;65;19;162;7;238
12:34:00;0;423;144;14;58;21;155;5;215
12:35:00;0;419;131;14;53;17;151;4;207
12:36:00;0;420;124;12;48;18;155;4;197
12:37:00;0;418;114;12;50;21;160;4;186
12:38:00;0;400;115;11;46;19;157;4;174
12:39:00;0;394;113;12;42;21;153;6;162
12:40:00;0;375;103;13;42;22;149;6;153
12:41:00;0;375;96;17;40;24;138;12;147
12:42:00;0;380;97;18;44;25;124;14;151
